query_id,query,category,doc_id,title,rating,text_preview,relevance
Q06,hydrating serum for dry skin,skin concern,29032,Cerave cream,4,Great product. Help my dry skin.,1
Q06,hydrating serum for dry skin,skin concern,10113,"Great product and love the fresh, subtle scent",5,I have very dry skin and this product does the trick leaving my skin soft and silky plus is smells nice and fresh. I use it with the Olivarium shower gel.,1
Q06,hydrating serum for dry skin,skin concern,3878,Super moisturizing daily cream,5,I have used this product for about 20 years...I have very dry skin that needs hydration daily . If you have dry skin ....this is the product for you.,1
Q06,hydrating serum for dry skin,skin concern,25172,"Love this product, packaged well",5,"I use this cleanser for my sensitive skin. It is gentle but cleans well. Has helped me clear up problem areas without drying effects. I would not say it is a hydrating cleanser but that is what moisturizer is for! Best part, seller packages the items carefully so there were no broken spouts or spills like I have experienced with other sellers.",0
Q06,hydrating serum for dry skin,skin concern,36536,Three Stars,3,"To be a moisturizer, leaves your face considerably dry. I was not impressed with this product",0
Q06,hydrating serum for dry skin,skin concern,9339,Love,4,Love this it’s good for dry skin,1
Q06,hydrating serum for dry skin,skin concern,6663,Five stars,5,I like this serum very much.  It absorbs fast into my skin and leaves it feeling soft and moisturized.  It is not watery like some other serums.  It is a high quality product.  I am happy with this purchase.,2
Q06,hydrating serum for dry skin,skin concern,29787,Light and fluffy!,5,Great for dry sensitive skin!,0
Q06,hydrating serum for dry skin,skin concern,11066,Not suitable for my skin,5,I don't love this product. It is okay. I think it would be more suitable for someone with dry skin.,1
Q06,hydrating serum for dry skin,skin concern,691,Good for aging skin,5,Doesn't dry out my very dry skin.,1
Q07,natural deodorant for sensitive skin,natural product,11371,Natural ingredients,4,"I do not recall ordering it or receiving Best of Nature Long Lasting Deodorant.  I ordered and received Green Tidings All Natural Deodorant, Calendula and Sage, sensitive skin. Works pretty well on a regular daily basis.",2
Q07,natural deodorant for sensitive skin,natural product,14889,Severe allergic reaction,1,I have very sensitive skin and I immediately had a reaction with this product. My under arms were red and swollen for a few days. I only use natural deodorant and I’ve never had a problem but  I do not recommend this if you have sensitive skin.,2
Q07,natural deodorant for sensitive skin,natural product,11004,organic and natural,5,"The vanilla/neroli/ylang ylang scent smells fresh and invigorating. A smell that's not overpowering. Glad to use this after every shower.<br /><br />The big plus of this deodorant compared to other deodorants is that it's made of organic and all natural ingredients making it safer for people with sensitive skin.<br />While other non organic brands are reportedly safe to use, they use a long list of chemicals to make their products.<br />I myself have a sensitive skin and I hope more natural ingredients are incorporated to products that touch our body.<br /><br />This is a premium organic deodorant. If you don't want all the chemicals and/or have a sensitive skin then this deodorant is for yo",2
Q07,natural deodorant for sensitive skin,natural product,2814,Best rose scented deodorant,5,This is a really nice natural deodorant that lasts a long time for me. It smells really good as well and love the scent of rose. ^^ I have pretty sensitive skin and this is one of the first natural deodorants that both work and don't irritate my skin.  I also noticed that keeping it in the fridge when you're not using it keeps the deodorant fresher for longer. Will definitely buy again.,2
Q07,natural deodorant for sensitive skin,natural product,23115,I will repurchase!,5,This a great option for a natural deodorant!,1
Q07,natural deodorant for sensitive skin,natural product,22453,Love it! And my son does too!,5,This natural deodorant really works!,1
Q07,natural deodorant for sensitive skin,natural product,24699,Nice smell,5,Very nice all natural deodorant,1
Q07,natural deodorant for sensitive skin,natural product,2134,Best deodorant product I have ever used without question!,5,"I will never use another store brand deodorant in my life.. I want to buy these by the case! Great product, especially for those with skin sensitive to perfumes.",1
Q07,natural deodorant for sensitive skin,natural product,9250,Smells good and lasts pretty well for a natural deodorant.,5,Smells good and lasts pretty well for a natural deodorant.,1
Q07,natural deodorant for sensitive skin,natural product,30750,"Does the job, but STANKS",1,"Is a powerful deodorant for sensitive skin, but there’s an ingredient in there that makes the scents stiiink like a sweaty gym sock. 🤢 Not buying again because of this…",1
Q07,natural deodorant for sensitive skin,natural product,9237,Works really well!,5,Best natural deodorant i've tried by far,1
Q07,natural deodorant for sensitive skin,natural product,13945,"I was skeptical at first of a natural deodorant, ...",5,"I was skeptical at first of a natural deodorant, but this stuff holds up well. This deodorant worked well in the Texas heat.",1
Q07,natural deodorant for sensitive skin,natural product,42983,Switching,4,"When you switch from a deodorant like Secret to an all natural deodorant you will stink ‼️ That’s the process ‼️ Please take your deodorant everywhere you go‼️ This is the best natural deodorant there is ‼️Unless you made your own ( and I do ) when I switch two years ago !! I got a rash ( I was using Arm and Hammer all natural ( don’t buy that brand in my opinion ) this deodorant is the best ‼️<br />No irritation to the skin , smell amazing ‼️<br /><br />Very expensive but it last way longer than the cheap kin<br />The only reason why I gave it a 4 best one of my deodorant was broken in pieces when it arrived ‼️ I am sure it was damaged in shipping",2
Q07,natural deodorant for sensitive skin,natural product,1950,Great natural alternative,5,I have used all natural deodorant before. This one is the best!!!,1
Q07,natural deodorant for sensitive skin,natural product,36756,Hypoallergenic and Vegan,5,I love this product because I have sensitive skin which is easily irritated. I can use The It List with confidence that it won't disturbed my sensitive skin. I have a natural looking tan and it doesn't dry out my skin. I highly recommend this product.,1
Q07,natural deodorant for sensitive skin,natural product,36863,🥰,5,Love love love! I made natural deodorant and these are the perfect size.,1
Q07,natural deodorant for sensitive skin,natural product,4366,Best!,5,This works!! I get a slight skin irritation off and on but it’s worth it. To find a natural deodorant that actually works and smells great is a huge relief.,1
Q07,natural deodorant for sensitive skin,natural product,28323,Really good for sensitive skin!!!,5,This will be my second time ordering there soap!! Love love love!!! So natural and doesn’t irritate my skin like most soaps!! Would really recommend if you have sensitive skin!!,0
Q07,natural deodorant for sensitive skin,natural product,29787,Light and fluffy!,5,Great for dry sensitive skin!,1
Q07,natural deodorant for sensitive skin,natural product,2155,Best!!,5,Great for sensitive skin! Best!!!,1
Q07,natural deodorant for sensitive skin,natural product,22263,Best natural deodorant,5,"Best natural deodorant I’ve tried, and I’ve tried a ton! Lasts all day and through workouts",1
Q07,natural deodorant for sensitive skin,natural product,23390,Great for sensitive skin,5,This is the best spf for sensitive skin... love it!,0
Q07,natural deodorant for sensitive skin,natural product,2222,Best natural deodorant,5,This is my favorite deodorant.  I love patchouli and can't wear traditional deodorants.  This natural deo doesn't require multiple applications throughout the day.,1
Q07,natural deodorant for sensitive skin,natural product,21995,Sensitive skin beware,2,"Not for sensitive skin, caused slight rash on face when used.",1
Q07,natural deodorant for sensitive skin,natural product,28576,For sensitive skin,4,I have sensitive skin and it works well for me . Was looking for it to stop puffiness under eye I have seen a little improvement.,1
Q07,natural deodorant for sensitive skin,natural product,11879,Best natural deodorant!,5,I was breaking out from regular deodorant. I’ve tried other natural ones before but developed a rash. This one contains arrowroot powder and keeps me dry all day! A little goes a long way. It can get a little messy if you swipe too hard but love this deodorant. I won’t go back to regular again!,1
Q07,natural deodorant for sensitive skin,natural product,40419,good for sensitive skin!,5,You get a lot for what you pay for. It's very absorbent and I have very sensitive skin and it doesn't irritate my skin at all.,1
Q07,natural deodorant for sensitive skin,natural product,30226,Great for sensitive skin,5,Husband loves! He has very sensitive skin but wanted an exfoliating scrub. Perfect.,0
Q07,natural deodorant for sensitive skin,natural product,35510,Would not recommend for sensitive skin.,2,Would not recommend for sensitive skin due to stinging sensation after use.,1
Q07,natural deodorant for sensitive skin,natural product,16779,Good for sensitive and ance prone skin.,4,"I have very sensitive and breakout skin. This cleanser keeps my facial skin hydrated, unlike other brands. I would recommend if you have these following skin conditions- Sensitive, Acne-prone, and Combination of oily and dry skin.",0
Q07,natural deodorant for sensitive skin,natural product,4617,Great for sensitive skin,5,Smells amazing and helps for sensitive skin. I use this before and after water wipes and it keeps my son fresh and soft.,1
Q07,natural deodorant for sensitive skin,natural product,18212,This stuff really works!,5,"I have sensitive skin and lots of allergies. Most natural deodorants just don't work for me because they contain baking soda or they just don't stop odor. Lume is amazing. As a test, I put it on after my afternoon shower one day, we went out that evening for dinner, then I attended a cardio class the next morning. No re-application...and no BO!",1
Q07,natural deodorant for sensitive skin,natural product,11015,I am very pleased with this one,4,I’ve been looking for a natural deodorant that works for a while now. I am very pleased with this one. It took a little over a week of wearing it for my body to get use to it. It works great and I have had no sensitivity to it! I would definitely recommend.,1
Q07,natural deodorant for sensitive skin,natural product,26662,Not at all harsh and works far better than anything else I've tried,5,I have been on the search for a natural deodorant that worked - this fits the bill perfectly!  Not at all harsh and works far better than anything else I've tried!,1
Q07,natural deodorant for sensitive skin,natural product,13544,Great product,5,I've tried so many natural deodorants and this one is the best,1
Q07,natural deodorant for sensitive skin,natural product,38430,5 Day,5,This is great deodorant. It works well for me.  Gentle.,1
Q07,natural deodorant for sensitive skin,natural product,3029,I highly recommend giving this a try if you have any skin ...,5,"I have been searching for a deodorant that I can wear that won't cause a rash or irritation, and after several years, I finally came across this from a recommendation of a dermatologist. I have ezcema, psoriasis and a fragrance and beeswax allergy-- so my choices are limited. I highly recommend giving this a try if you have any skin issues and further, it actually works, in terms of keeping sweating/odor under control.",1
Q07,natural deodorant for sensitive skin,natural product,41163,As expected,5,Deodorant with the scent I want.,1
Q07,natural deodorant for sensitive skin,natural product,29600,Works,5,"I've tried a lot of natural deodorants. This one works. I like the Bergamot scent, it's fairly neutral. At the end of the day you just don't smell like anything, perfect.",1
Q07,natural deodorant for sensitive skin,natural product,7256,Five Stars,5,The best deodorant I have used!!,1
Q07,natural deodorant for sensitive skin,natural product,37327,Great product!,4,"This is the first natural deodorant I have tried and so far it's working well for me. The scent is nice and not overpowering like some mainstream deodorants. It doesn't have antiperspirant properties, so be aware that you will feel dampness during the day. It also should be reapplied later in the day because the scent does wear off making body odor somewhat noticable I don't have sensitive skin so this didn't cause me any rashes or burning.",2
Q07,natural deodorant for sensitive skin,natural product,23198,Excellent!,5,This deodorant is the only kind that works for me,1
Q07,natural deodorant for sensitive skin,natural product,41214,It actually works!,5,"This is the only natural deodorant I’ve used that actually works and continues to work for me. I’ve been using it for a few months now, and just ordered again.",1
Q07,natural deodorant for sensitive skin,natural product,8312,Perfect for my body!,5,This deodorant is the only natural one that works for me. So happy that I finally found one! Other brands such as NATIVE have not been compatible - this one is a keeper.,1
Q07,natural deodorant for sensitive skin,natural product,39509,Five Stars,5,good stuff for sensitive skin.,1
Q08,waterproof mascara,product feature,33441,No clumping,4,I like the waterproof mascara.,2
Q08,waterproof mascara,product feature,42052,Best mascara ever,5,"This is the best mascara that I have ever used. The waterproof mascara is just that, waterproof and you don't have to worry about smudging.",2
Q08,waterproof mascara,product feature,3510,It IS waterproof!  Natural looking lashes with this mascara.,5,It IS waterproof!  Natural looking lashes with this mascara.,2
Q08,waterproof mascara,product feature,42601,Best waterproof mascara remover!,5,The best I've ever tried for removing waterproof mascara!,2
Q08,waterproof mascara,product feature,37814,Is NOT waterproof at all!,3,"The mascara looks great, but it is not waterproof at all.",2
Q08,waterproof mascara,product feature,38758,I ordered this product because the description said WATERPROOF. Is it really?,3,"I ordered this product because the description said WATERPROOF.  I have not been able to find the word ""waterproof' on the package; neither does it say ""silk fiber"" anywhere.  I am very sensitive to regular mascara which irritates my eyes.  Within a few minutes of applying this mascara, my eyes started to tear, just as the regular non-waterproof mascara.  Therefore, I am questioning whether this product is indeed waterproof.  I appreciate your timely response.  Thank you.",2
Q08,waterproof mascara,product feature,10624,eye makeup remover,5,this product is great for sensitive skin. removed waterproof mascara without any issues. would highly recommend.,0
Q08,waterproof mascara,product feature,2854,Finally a brown waterproof mascara!,4,"It's hard finding a waterproof brown mascara that is actually brown!<br />This mascara is a great brown.<br />It's not a black brown!<br />The mascara applies very easily and isn't too watery or too thick.<br />My only issue is that it doesn't have the staying power that I've come to expect from a waterproof mascara.<br />After a night's sleep, it's gone.",2
Q08,waterproof mascara,product feature,42990,Good but not great.,3,"Cap arrived broken<br />Still need a second cleanse with a more gentle cleanser, does not remove waterproof mascara",0
Q08,waterproof mascara,product feature,4200,Love this mascara,5,"Love this mascara! High volume, lots of coverage, very dramatic lashes. I really love that this package comes with a small waterproof mascara as well, I don't want to use waterproof daily and I don't want to buy a large one but I love it for beach days in the summer!",2
Q08,waterproof mascara,product feature,25280,NOT waterproof,1,This product is NOT waterproof.  My eye lashes drooped in a few seconds.  And this is what happens to me if the mascara is not waterproof.  I did like the fact you can get brown.,2
Q08,waterproof mascara,product feature,10414,The best face wipes,5,"I absolutely love these. They remove make-up beautifully, even waterproof mascara, but are very gentle and smell amazing. Absolute favorite.",2
Q08,waterproof mascara,product feature,40085,5/5,5,Excellent for removing makeup and waterproof mascara without over drying.  I use before a normal cleanser in my end of day skin care routine.,2
Q08,waterproof mascara,product feature,14608,Light thin texture. Nice Cleanser,5,I am in love with the light thin texture of this cleansing oil. It does take my waterproof mascara off while still being gentle.,0
Q08,waterproof mascara,product feature,33209,"Looks Great, but...",3,"It's not waterproof, so it needs to be sealed with waterproof mascara to avoid smudging, which is very, very easy to do.  But, if you want great looking lashes, this is a great product to use as a first step.",2
Q08,waterproof mascara,product feature,38193,These are a full size and a travel size only,2,"For the retail price of the kit, it is better to get it directly through toofaced website; since it is cheaper to get the waterproof and regular mascara for almost the same price of a regular (full size) and the travel size (waterproof).",2
Q08,waterproof mascara,product feature,34850,Love this product,5,"Love this product.  I ALWAYS wear waterproof mascara.  I never found one that truly worked.  Finally after 40 years I did find one but it was $60 and I was buying it but then I saw this in my drawer, I had used it in the past and knew it worked.  I began using it again.  It is a really good mascara that is waterproof.  It is not gooey, does not clump, it really is a very good mascara and well priced.",2
Q08,waterproof mascara,product feature,4029,Great volume!,5,I love this mascara!  Provides excellent volume and extra length.  It is not washable waterproof; you may need to use a makeup remover instead of just soap.  I recommend this product!,2
Q08,waterproof mascara,product feature,6496,Water proof,5,Wore it today it was about 90degrees outside really hot but this mascara did not run off no smudging. It is actually waterproof since i got into a pool and still had it on.,2
Q08,waterproof mascara,product feature,17489,best,5,"It's hard to find a basic, waterproof vegan mascara that doesn't have a ridiculous brush or a crazy price tag. This one is great. The wand is super big, like the size of BeneFit's original Bad Gal, which took some getting used to for me. But I'll say this formula is excellent - it goes on clump-free and is definitely lengthening and volumizing, and it has proved to definitely be waterproof. I haven't swam with it or anything, but if you wear this mascara while watching The Notebook, you'll emerge withOUT mascara trailing down your cheeks.",2
Q08,waterproof mascara,product feature,15127,Great Waterproof Mascara,5,"I don't normally wear waterproof mascara because of how difficult it is to get off, but I was going on a trip to Jamaica and knew I would want mascara on sometimes and there would be a lot of water activities going on. This stuff does not come off! It can be a great thing but also on awful thing when you don't want black circles around your eyes!",2
Q08,waterproof mascara,product feature,32095,Not waterproof ...,1,Not waterproof. My watery eyes made quick work of this &#34;waterproof &#34; liner.,1
Q08,waterproof mascara,product feature,39036,Waterproof and smudge proof,5,This lash mascara is great. It doesn't irritate my eyes and it is also very easy to use. I like it because it is waterproof and smudge proof and I can wear it all day without falling off.,2
Q08,waterproof mascara,product feature,27944,Good Mascara,5,"This Queendom Unlashed Mascara worked really well for me. It’s not waterproof however it didn’t smudge or wear off very easily throughout the day, and washing it off I used a waterproof makeup removing wipe to get if off which worked really well. It doesn’t have a smell and is very smooth and black when applying. Overall it’s a nice product and works really well.",2
Q08,waterproof mascara,product feature,6229,Ok Mascara,5,"This pack comes with waterproof and regular mascara.  Haven't had to use the water proof one yet but the regular one seems to work well.  I feel like they put less in the tube this time around though.  With everyone staying at home and having to wear very little make up, this mascara lasted like a month before it started clumping.  Normally it lasts for 2 or more months.",2
Q08,waterproof mascara,product feature,30626,Not waterproof.,2,Not waterproof. Too dark for my taste.,1
Q08,waterproof mascara,product feature,26754,Not waterproof,1,Looks good but is so not waterproof!,1
Q08,waterproof mascara,product feature,20288,Not waterproof,1,Definitely not waterproof. I wet my face and it just peels off like the original one that’s not waterproof. I bought this for my honeymoon in the Dominican because I didn’t want it to peel off when I swam.<br /><br />Update:<br />Today I just shipped the mascara out for return which also never came with a prepaid label. I would have never bought this item had it not said waterproof on it! So just keep in mind that if you receive this and you’re not pleased… it ships into Canada and cost me $14.25 to return which is almost half of what I paid for it in the first place!,2
Q08,waterproof mascara,product feature,43081,Good Product. Does as advertised.,5,"The best mascara I’ve owned. But since it’s waterproof, it only comes off with oil. So I rub coconut oil on my eyelashes to get it off. If this wasn’t waterproof, it would be perfect for everyday use.<br /><br />It holds up VERY well in water. I went swimming in the ocean and my lashes were not affected in the slightest.",2
Q08,waterproof mascara,product feature,972,Burns the eyes,3,"It really takes of make up. Not sure about waterproof eyeliner or mascara. Only dislike how badly it burns your eyes if you happen mto let it seep into, which willost likely happen. Washes of clean with very warm water only",0
Q08,waterproof mascara,product feature,41642,Waste of money,1,Don’t buy it.  Is not waterproof at all.  It runs on your eyelids.  I got home and I looked in the mirror and was so disappointed. No one told me I look like a clown.  Blue mascara everywhere.,2
Q08,waterproof mascara,product feature,29456,"Like it, but not my favorite",4,"Great for the price, but I still like other high-end mascaras better. It was fun to give this a try, though (and for $3, who wouldn't?)! I wish I had bought the waterproof.",1
Q08,waterproof mascara,product feature,5630,The only mascara I want to use,5,"This mascara is the best mascara I have ever owned. It is a little costly, however it really enhances your natural lashes. I enjoyed the original formula, but the waterproof is amazing. My only concern when I started wearing the waterproof daily was finding the right waterproof make-up remover. It can be difficult to remove, if you are too rough trying to remove it, you will lose eyelashes. I found using make-up remover on cotton pads worked, the trick is to hold the saturated pad on the lashes for a couple seconds before gently wiping the mascara off. It truly lasts all day and lengthens your lashes in such a flattering way. I've used a lot of other brands before but this one just makes me ",2
Q09,foundation for oily skin,skin type,34796,THE absolute best ever for oily skin,5,THE absolute best ever for oily skin  I mix with liquid foundation or pigment drops if It’s a makeup day,2
Q09,foundation for oily skin,skin type,42077,Why can't I find this any where????,5,"Please, help me to locate some Zia Make-up...<br />The foundation is great for oily skin and the powder is flawless.",2
Q09,foundation for oily skin,skin type,3418,Good toner,4,"It really mattify makeup, good for oily skin just make sure u use a water based moisturizer so it can function well, and a matte finish foundation too",0
Q09,foundation for oily skin,skin type,42757,My go to primer,5,My favorite primer you can wear it alone and it’s perfect for a foundation last all day And it’s even cleared up my acne and oily skin,2
Q09,foundation for oily skin,skin type,7893,Great coverage and longwearing.,5,Great for my oily skin.,1
Q09,foundation for oily skin,skin type,19747,One Star,1,Too oily for my skin.,0
Q09,foundation for oily skin,skin type,4979,Just Ok,4,"I’ve been using this for a few weeks now. Coverage is pretty good. I wouldn’t say full coverage but it’s better than medium coverage. It applies very nicely with a brush and isn’t greasy. Overall a good foundation.<br /><br />Things I didn’t like, it doesn’t spray evenly and I ended up getting little spots on my countertop of foundation. The smell isn’t pleasant a little chemically but smells like foundation too. It did not dry oily, but I noticed it made my skin a little more oily than normal.",1
Q09,foundation for oily skin,skin type,11185,Love this product,5,I love this face wash but it’s not for me I need a face wash for oily skin this was a great face wash to moisturize the skin but not to stop the oily skin,0
Q09,foundation for oily skin,skin type,7162,Melts right off your face!,1,Really oily on my skin,0
Q09,foundation for oily skin,skin type,6457,Great product! Does working!,5,Good for the acne. Also the oily skin. Lov this!,1
Q09,foundation for oily skin,skin type,61,Good for dry skin,4,"It was too oily for my oily-combo face, but my friend with dry skin who I gave it to LOVES it!",0
Q09,foundation for oily skin,skin type,7833,Five Stars,5,This works well for oily skin.. Keeps your face feeling refresh,1
Q09,foundation for oily skin,skin type,43021,Meh....,1,"I didn’t care for this foundation whatsoever.  It’s very wet; thin & runny it makes me feel oily & old. Plus, it’s orange like tint is odd. There’s no powder finish — at all. I don’t have oily skin but with this on I imagine that’s how people with oily skin feel. I’m 38 years old with some fine lines, usually not that noticeable but with this on it settles in and makes everything look much worse, really will age a person.<br /><br />Perhaps this is good for someone young with perfect skin, that doesn’t want much coverage. If that is not you I advise against it.",2
Q09,foundation for oily skin,skin type,22195,Too greasy,1,Way too greasy for me and I dont have oily skin...I love the  bright skin version though,1
Q09,foundation for oily skin,skin type,42910,Not for oily skin,3,Product ok.  Not long lasting on oily skin,1
Q09,foundation for oily skin,skin type,21988,many different k-beauty moisturizers supposedly for acne-prone skin and this one is the best. Most moisturizers for oily skin le,5,"I have oily and acne-prone skin. I tried many, many different k-beauty moisturizers supposedly for acne-prone skin and this one is the best. Most moisturizers for oily skin leave my cheeks too dry in the winter or are too oily and cause breakouts. My skin absorbs this one. Nice semi-matte finish. No breakouts. Just your smooth, hydrated skin. The tub is on the expensive side but you get a generous amount.",1
Q09,foundation for oily skin,skin type,8692,One Star,1,This made my skin even more oily than before.,0
Q09,foundation for oily skin,skin type,33505,Not a good buy,1,Not a true match. Pasty feel. Leaves skin oily.,0
Q09,foundation for oily skin,skin type,39210,Five Stars,5,This is a wonderful light moisturizer for my dry older skin.  I makes foundation go on smoothly.,0
Q09,foundation for oily skin,skin type,6486,Seems to make me ghostly,2,"I purchased this with the hope of carrying this in my purse to re-mattify my face throughout the day as I have pretty oily skin and my current foundation is the Milani 2 in 1 which I’ve been loving. Unfortunately, I feel like this left a bit do a white cast on my light to medium skin tone...",2
Q09,foundation for oily skin,skin type,29687,This is an excellent product for oily skin and blackheads,5,This is an excellent product for oily skin and blackheads.  Natural ingredients work very well to keep your skin cleaner and clearer.,1
Q09,foundation for oily skin,skin type,16290,Oily.,2,Didn't love it. Smelled a little funny and left my skin feeling oily. Won't be purchasing again.,0
Q09,foundation for oily skin,skin type,18681,Wonderful foundation!,5,"Beautiful foundation; sheer enough that I can't even feel it on my skin. Love, love, love it.",1
Q09,foundation for oily skin,skin type,28531,Must have for those with oily skin,5,"Love this product!  I have extremely oily skin and found that my face would show oil about an hour after doing my make up.  With this product, I put it on then do my makeup and I'm oil free all day long.  I would recommend this to anyone with oily skin.",1
Q09,foundation for oily skin,skin type,1329,Great foundation!,5,This is my favorite foundation. It’s a great color snd lasts all day. I have sensitive skin snd this works great for me!,1
Q09,foundation for oily skin,skin type,11496,Light weight not oily.,5,Not heavy or oily. I like how my skin feels after.,0
Q09,foundation for oily skin,skin type,15265,A must for dry skin (really dry skin),5,Absolutely love this product!! Smells amazing for foundation. Color matched my skin tone perfect. I have a cool skin tone with a pink/yellow undertone.,1
Q09,foundation for oily skin,skin type,33447,Smooth foundation,5,I have been using this foundation for 20yrs +.  I love the way it looks and  feels clean.  You can’t even tell your wearing foundation.  And it’s affordable!,1
Q09,foundation for oily skin,skin type,5039,Orangy and sticky. NOT for use with oily skin.,2,"I have been using the It Celebration powder foundation for years, and was ready to try something that was a bit more sturdy and contained more sun protection. While this did hold up well in my purse, I didn't like the way it wore on my face. I have oily skin and this makeup tended to sit on top of that oil, so that when I wiped my face it sort of slid off, coating my fingers in a sort of flesh-toned oil slick. This makeup also had a sort of orangish-yellow tinge that looked unnatural on my face and needed to be blended much more than the Celebration version in Medium color. I can see this MAYBE working well for someone with dry skin, but it is definitely to sticky and oily for me.",2
Q09,foundation for oily skin,skin type,33180,Great product for oily skin,5,"I've never seen a product like this, it takes the oils off your face and makes it feel a little tight but I don't mind bc I'll use anything to prevent my oily skin. Not a miracle product but definitely helps my makeup stay on my face for longer.",1
Q09,foundation for oily skin,skin type,14911,"Light, blendable foundation for ""aging"" skin",5,"I've used Lift Blur for several years and love it! This is my ""everyday foundation"" because it goes on easily, light and smooth. I can blend it with another Blur foundation color as my skin tans. It's especially good in the winter when my skin is drier (in the summer I use a light powder over it).  I have slight rosacea (skin reddening) and being 58 years old I find Blur covers just enough of the wrinkles too. Had trouble finding Blur in the stores and I thought ""Hmm, I wonder if Amazon would have it...?"" Yep, with multiple price choices! I just wish cosmetics companies would offer sample sizes so we could find our best shade- - took me awhile to figure out what worked best for me...",1
Q09,foundation for oily skin,skin type,28662,Foundation is a perfect color - soothing,4,This foundation is a surprisingly perfect color.  It glides smoothly over the skin and is complimentary by others.,1
Q09,foundation for oily skin,skin type,7189,Its really soft and nice skin color power foundation but wish have brush or ...,5,It's first time try to powder foundation.<br />I watched so much youtube video for learn make up skill.<br />Its really soft and nice skin color power foundation but wish have brush or sponge.<br />It was fun to try out and looked different my skin.looks more smooth and soft.,1
Q09,foundation for oily skin,skin type,30972,This stuff is amazing for that,5,"I have VERY oily skin, and I have to use some type of finishing powder over my foundation. This stuff is amazing for that. I think it can be used well for all skin types. It's not drying (doesn't cause flakiness).  It applies silky smooth.  I bought the Neutral Set, which looks white, but as soon as it's on my face, it is colorless. Love it!",2
Q09,foundation for oily skin,skin type,25094,Great coverage!!!,4,I really love this product!!  I use it to cover up any flaws after I have put on regular foundation.  Smooth and oil free!!,1
Q09,foundation for oily skin,skin type,42343,Worth the price,5,"As a person with oily skin I recommend this cause this makes my makeup stay so much more longer with out looking oily, I love this product. Definitely will be repurchasing again.",1
Q09,foundation for oily skin,skin type,3289,Wonderful!,5,"Exellent foundation.I can't stop using this,its very flawless on your face and gives you the radiant flawless look.This foundation is rich and creamy with soft light base.",1
Q09,foundation for oily skin,skin type,2620,The white powdery bottom,3,"The foundation is too white. It doesn't really suit me. The skin is not very white, buy carefully.",1
Q09,foundation for oily skin,skin type,33984,Love it!,5,Love this product! It's a very natural look after applied and it goes well with any foundation.,1
Q09,foundation for oily skin,skin type,10355,Won’t travel without these,5,"Tried the littles pack and saw a difference in my skin in about 2 weeks. Completion was brighter, more refined and pores were non-existent. I don’t wear foundation but just a sun screen primer and this duo is great. Gentle exfoliation, great hydration and smoother skin. I have struggled with dry patches and oily t-zone but this combo works on both!",1
Q09,foundation for oily skin,skin type,30643,The product is very good.,3,"When I received the product, the foundation was very dry, had to put moisturizer cream in order to use.",1
Q09,foundation for oily skin,skin type,25804,No foundation needed,5,I love this product.  I no longer need to wear foundation and wear this as a tinted moisturizer.  It makes my skin glow all day and smells great.,1
Q09,foundation for oily skin,skin type,3563,The best foundation ever,5,"The best foundation ever. Its gel-like base makes its texture very smooth & soft. & the 80% water in it, makes its application soooo easy & nice. But the color was too light for my complexion. Im fair but this was too light.",1
Q09,foundation for oily skin,skin type,3746,Holy grail,5,"My holy grail foundation, I have normal skin and I always find myself going back to this! Great coverage - it's a primer, concealer and foundation that dries to a powder",1
Q09,foundation for oily skin,skin type,13345,Holy grail item,5,"Amazing product, I’ve tried every foundation out there and with a brush and powder this is the best thing I have found.",1
Q09,foundation for oily skin,skin type,16054,It works as advertised!,5,I love bare minerals! I have since it first came out. It's not oily like liquid foundation. It doesn't come off until you take it off. & it looks amazing.,1
Q10,sunscreen without white residue,product feature,8723,Four Stars,4,Fresh smell but seems to leave a white residue.,1
Q10,sunscreen without white residue,product feature,31467,Not what it seems,2,It leaves your hair dry looking & leaves a white residue.,1
Q10,sunscreen without white residue,product feature,2632,Love it!,5,"I love it, doesn't leave white residue! The price is good for two products.",1
Q10,sunscreen without white residue,product feature,12999,but its great to use on myself too,5,"I use this sunscreen not only for my baby, but its great to use on myself too. It;s just as efficient as regular sunscreen, but without the chemicals.",1
Q10,sunscreen without white residue,product feature,9942,Great morning SPF; OK moisturizer,3,I really like this. It protects my skin and has a lighter sunscreen smell than most. It may leave behind a little white residue but it disappears within 5-10 minutes for me once it soaks in. I do have dryer skin and use an additional moisturizer under it every other day (every day in the winter) because it is not hydrating enough for me.,2
Q10,sunscreen without white residue,product feature,20373,Great Buy!,5,Very light scent and pleasing. Feel clean without any residue. Very happy! Love HASK products!,0
Q10,sunscreen without white residue,product feature,18386,Waste of money,1,Worthless not as described. Wax type more than a gel leaves white residue on hair does not hold and will smudge instead of firm hold.,1
Q10,sunscreen without white residue,product feature,16420,Effective. Best body moisturizer I've used,5,Loved how effectively it moisturizes without an oily residue. The scent is calming and not overwhelmingly potent.,0
Q10,sunscreen without white residue,product feature,15732,"Unique Gel Sunscreen, Works Well",5,"I love this sunscreen. I used to never wear sunscreen but I finally decided to start wearing it daily and I wanted something that wouldn't rub off on clothes, cars, and furniture, so I found this and it is perfect. It never leaves my skin oily, it doesn't have white cast (white tint on skin) and is super light weight. It's like an aloe gel with sunscreen.  So far it hasn't hurt my eyes or skin, but it does have alcohol as an ingredient.  Very unique product which works great!<br /><br />Hope you found this review helpful!",2
